0.046296,0.046296,0.033333,0.056667,0.000000,0.070370,0.070370,0.066667,0.061111,0.014815,0.000000,0.055000,0.082437,0.005376,0.037634,0.050000
0.076768,0.032323,0.030303,0.077441,0.010101,0.078788,0.046465,0.050505,0.048485,0.036364,0.054545,0.040404,0.045714,0.041905,0.032381,0.065079
0.077083,0.035417,0.031250,0.052083,0.018750,0.077083,0.075000,0.052083,0.077083,0.006250,0.000000,0.071181,0.084314,0.027451,0.000000,0.068627
0.047917,0.037500,0.052083,0.029825,0.058333,0.006250,0.031250,0.040351,0.070833,0.085417,0.062500,0.010526,0.075000,0.033333,0.027083,0.077193
0.007792,0.046753,0.029870,0.051190,0.029870,0.032468,0.009091,0.051190,0.044156,0.049351,0.079221,0.000000,0.061869,0.010101,0.058081,0.000000
0.000000,0.072222,0.037037,0.072917,0.001852,0.100000,0.038889,0.074653,0.079630,0.000000,0.020370,0.055556,0.061111,0.025926,0.016667,0.059028
0.008696,0.045963,0.031056,0.046857,0.009938,0.072050,0.042236,0.058286,0.058385,0.001242,0.000000,0.033143,0.055229,0.023502,0.011751,0.049730
0.037135,0.103448,0.037135,0.075431,0.007958,0.055703,0.100796,0.058190,0.090186,0.000000,0.000000,0.066810,0.089330,0.017370,0.000000,0.068548
0.063218,0.043103,0.040230,0.087356,0.054598,0.080460,0.060345,0.059770,0.089080,0.000000,0.028736,0.075862,0.103448,0.014368,0.000000,0.062069
0.062035,0.054591,0.032258,0.072581,0.000000,0.034739,0.106700,0.072581,0.081886,0.029777,0.000000,0.058468,0.074519,0.031250,0.000000,0.023438
0.043137,0.041176,0.033333,0.075926,0.001961,0.047059,0.047059,0.077778,0.050980,0.035294,0.037255,0.062963,0.074004,0.022770,0.000000,0.032258
0.033386,0.038156,0.036566,0.063063,0.039746,0.066773,0.065183,0.040541,0.068362,0.007949,0.017488,0.043544,0.063348,0.018100,0.009050,0.055556
0.000000,0.053613,0.025641,0.045940,0.002331,0.072261,0.047786,0.038462,0.051282,0.009324,0.009324,0.051282,0.048951,0.032634,0.012821,0.049145
0.000000,0.090909,0.030303,0.069264,0.000000,0.070707,0.030303,0.077922,0.040404,0.037879,0.058081,0.073593,0.098039,0.029412,0.007353,0.067227
0.032175,0.043758,0.029601,0.048179,0.010296,0.074646,0.060489,0.017626,0.061776,0.000000,0.015444,0.042303,0.051282,0.028083,0.007326,0.037904
0.072549,0.033333,0.029412,0.054902,0.052941,0.045098,0.041176,0.054902,0.043137,0.049020,0.043137,0.054902,0.059259,0.029630,0.022222,0.074074
0.071301,0.030303,0.030303,0.058824,0.012478,0.048128,0.030303,0.064171,0.010695,0.053476,0.057041,0.053476,0.064171,0.030303,0.024955,0.065954
0.049020,0.041176,0.033333,0.074510,0.068627,0.050980,0.039216,0.043137,0.068627,0.009804,0.043137,0.050980,0.062389,0.035651,0.010695,0.039216
0.050667,0.042667,0.040000,0.065000,0.066667,0.064000,0.061333,0.055000,0.082667,0.000000,0.045333,0.047500,0.083333,0.030952,0.033333,0.055804
0.031532,0.029279,0.027027,0.048423,0.024775,0.057432,0.060811,0.039414,0.048423,0.000000,0.000000,0.047297,0.050676,0.021396,0.023649,0.049550
0.049933,0.025641,0.026991,0.062078,0.031039,0.058030,0.055331,0.029690,0.055331,0.000000,0.020243,0.048583,0.058897,0.025063,0.011278,0.052632
0.053782,0.031933,0.028571,0.048571,0.028571,0.068908,0.043697,0.047143,0.067227,0.000000,0.038655,0.042857,0.058824,0.029412,0.017974,0.059722
0.019481,0.054545,0.028571,0.066234,0.001299,0.075325,0.059740,0.018182,0.058442,0.000000,0.022078,0.036364,0.061425,0.027027,0.018428,0.049140
0.032051,0.037179,0.025641,0.059441,0.026923,0.037179,0.041026,0.040793,0.043590,0.028205,0.037179,0.031469,0.060714,0.013095,0.011905,0.047619
0.053947,0.027632,0.025000,0.066250,0.018421,0.080263,0.065789,0.036250,0.060526,0.000000,0.000000,0.030000,0.057895,0.025000,0.025000,0.057500
0.029808,0.040385,0.025000,0.043269,0.000000,0.056731,0.052885,0.007692,0.048077,0.009615,0.016346,0.045192,0.051595,0.025328,0.000000,0.051595
0.045956,0.036765,0.031250,0.063467,0.051471,0.058824,0.029412,0.061920,0.069853,0.000000,0.000000,0.055728,0.078125,0.001736,0.032986,0.054094
0.043919,0.060811,0.027027,0.063593,0.000000,0.052365,0.079392,0.033386,0.062500,0.018581,0.013514,0.054054,0.079687,0.018750,0.028125,0.058824
0.000000,0.095833,0.031250,0.084559,0.018750,0.064583,0.093750,0.040441,0.072917,0.000000,0.000000,0.060662,0.085714,0.013333,0.028571,0.053782
0.066667,0.031944,0.025000,0.060526,0.015278,0.045833,0.044444,0.047368,0.055556,0.027778,0.025000,0.048684,0.066396,0.025745,0.001355,0.059050
