0.015766,0.034535,0.028529,0.043860,0.035285,0.000000,0.000000,0.013889,0.027027,0.000000,0.000000,0.032164,0.032717,0.027027,0.024182,0.026316
0.036036,0.027846,0.029484,0.036293,0.033579,0.000000,0.000000,0.023166,0.030303,0.000000,0.000000,0.004633,0.039627,0.027195,0.025641,0.044689
0.036607,0.030357,0.028571,0.040336,0.032143,0.000000,0.000000,0.021008,0.033036,0.000000,0.000000,0.021849,0.033036,0.028571,0.026786,0.039496
0.040486,0.025641,0.031039,0.022942,0.026316,0.000000,0.000000,0.023617,0.029690,0.000000,0.000000,0.029015,0.031451,0.024390,0.023107,0.028241
0.040747,0.042445,0.035654,0.053763,0.059423,0.000000,0.000000,0.006144,0.056027,0.000000,0.000000,0.046083,0.052632,0.035088,0.027113,0.053391
0.040179,0.027679,0.037500,0.023214,0.037500,0.000000,0.000000,0.037500,0.036607,0.000000,0.000000,0.025893,0.032230,0.027003,0.020906,0.047038
0.035191,0.036168,0.038123,0.028463,0.033236,0.000000,0.000000,0.030361,0.030303,0.000000,0.000000,0.023719,0.046832,0.015611,0.002755,0.049911
0.044591,0.027778,0.030702,0.025745,0.026316,0.000000,0.000000,0.025745,0.030702,0.000000,0.000000,0.013550,0.023392,0.031433,0.016813,0.038618
0.040541,0.027778,0.028529,0.024217,0.027027,0.000000,0.000000,0.029202,0.027778,0.000000,0.000000,0.012821,0.032140,0.029218,0.008035,0.040887
0.038828,0.025641,0.027106,0.033957,0.030037,0.000000,0.000000,0.027720,0.029304,0.000000,0.000000,0.020790,0.024286,0.030714,0.012143,0.037162
0.036979,0.024390,0.027537,0.026751,0.033045,0.000000,0.000000,0.037766,0.032258,0.000000,0.000000,0.018883,0.041699,0.024390,0.008655,0.043273
0.056667,0.027778,0.030000,0.034722,0.040000,0.000000,0.000000,0.039683,0.044444,0.000000,0.000000,0.015873,0.019459,0.045405,0.020541,0.044402
0.046083,0.034562,0.034562,0.038932,0.036866,0.000000,0.000000,0.036707,0.036866,0.000000,0.000000,0.023359,0.040179,0.023438,0.020089,0.046336
0.036542,0.032977,0.029412,0.044983,0.030303,0.000000,0.000000,0.021626,0.030303,0.000000,0.000000,0.032872,0.041558,0.028571,0.011255,0.034454
0.039486,0.033058,0.031221,0.031145,0.031221,0.000000,0.000000,0.031145,0.033976,0.000000,0.000000,0.023569,0.036195,0.022727,0.027778,0.035494
0.035165,0.025641,0.027839,0.030769,0.032234,0.000000,0.000000,0.023443,0.030037,0.000000,0.000000,0.030037,0.029965,0.025087,0.020209,0.037631
0.028571,0.033036,0.033036,0.036607,0.033929,0.000000,0.000000,0.029464,0.031250,0.000000,0.000000,0.032143,0.041667,0.019097,0.013889,0.039063
0.042088,0.028620,0.029461,0.034722,0.032828,0.000000,0.000000,0.033179,0.030303,0.000000,0.000000,0.020062,0.032695,0.020734,0.015949,0.042398
0.042892,0.030637,0.030637,0.042484,0.044118,0.000000,0.000000,0.040305,0.046569,0.000000,0.000000,0.018519,0.031250,0.034722,0.006944,0.050412
0.035985,0.032197,0.037879,0.028466,0.034091,0.000000,0.000000,0.025712,0.032197,0.000000,0.000000,0.015611,0.035714,0.024107,0.009821,0.043290
0.048889,0.027778,0.031111,0.046627,0.042222,0.000000,0.000000,0.025794,0.040000,0.000000,0.000000,0.010913,0.032821,0.034872,0.016410,0.048535
0.041667,0.030983,0.029915,0.042181,0.039530,0.000000,0.000000,0.040123,0.039530,0.000000,0.000000,0.011317,0.038462,0.025641,0.012821,0.044634
0.043919,0.029279,0.029279,0.041580,0.043919,0.000000,0.000000,0.037422,0.041667,0.000000,0.000000,0.004158,0.046875,0.028125,0.001042,0.053846
0.046703,0.025641,0.028388,0.034188,0.036630,0.000000,0.000000,0.025641,0.036630,0.000000,0.000000,0.007692,0.029464,0.032143,0.025000,0.038333
0.029714,0.038857,0.032000,0.048000,0.046857,0.000000,0.000000,0.035429,0.043429,0.000000,0.000000,0.041143,0.040000,0.031111,0.000000,0.050000
0.042857,0.031868,0.030769,0.036735,0.038462,0.000000,0.000000,0.038776,0.039560,0.000000,0.000000,0.009184,0.041498,0.027328,0.012146,0.049812
0.028283,0.033333,0.032323,0.036731,0.036364,0.000000,0.000000,0.027548,0.039394,0.000000,0.000000,0.017447,0.036111,0.022222,0.019444,0.042088
0.034722,0.027778,0.025000,0.035811,0.028472,0.000000,0.000000,0.028378,0.030556,0.000000,0.000000,0.025000,0.033730,0.019841,0.012566,0.037967
0.044534,0.026316,0.031377,0.035088,0.041498,0.000000,0.000000,0.032164,0.040486,0.000000,0.000000,0.000000,0.044379,0.012821,0.010848,0.048433
0.035945,0.030415,0.030415,0.036866,0.035023,0.000000,0.000000,0.034101,0.037788,0.000000,0.000000,0.036866,0.028771,0.034002,0.021796,0.031386
