0.000000,0.031202,0.000000,0.000000,0.000000,0.022727,0.000000,0.000000,0.000000,0.022727,0.000000,0.000000,0.016564,0.038136,0.016949,0.016949
0.000000,0.040323,0.046371,0.000000,0.000000,0.000000,0.035282,0.000000,0.000000,0.000000,0.033266,0.000000,0.029412,0.026565,0.030361,0.029412
0.000000,0.033144,0.045455,0.000000,0.024621,0.009470,0.031250,0.000000,0.000000,0.000000,0.030303,0.000000,0.027706,0.028571,0.058009,0.028571
0.000000,0.012146,0.060729,0.000000,0.000000,0.000000,0.052632,0.000000,0.000000,0.000000,0.052632,0.000000,0.037037,0.037037,0.083821,0.037037
0.026498,0.067972,0.000000,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000,0.004608,0.031106,0.000000,0.031250,0.012277,0.062500,0.031250
0.000000,0.059289,0.000000,0.000000,0.000000,0.030303,0.000000,0.000000,0.000000,0.030303,0.000000,0.000000,0.006313,0.069444,0.041667,0.041667
0.015306,0.039541,0.043367,0.000000,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000,0.035714,0.000000
-nan(ind),-nan(ind),-nan(ind),0.500000,-nan(ind),-nan(ind),-nan(ind),0.088235,-nan(ind),-nan(ind),-nan(ind),0.250000,-nan(ind),-nan(ind),-nan(ind),0.500000
-nan(ind),-nan(ind),-nan(ind),1.000000,-nan(ind),-nan(ind),-nan(ind),1.000000,-nan(ind),-nan(ind),-nan(ind),1.000000,-nan(ind),-nan(ind),-nan(ind),0.903226
0.016493,0.037326,0.028646,0.000000,0.000000,0.013889,0.014757,0.000000,0.000000,0.027778,0.000000,0.000000,0.028571,0.053968,0.011111,0.021053
0.002551,0.061224,0.043367,0.000000,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000,0.071429,0.000000,0.033333,0.033333,0.102381,0.018750
0.000000,0.041290,0.043871,0.000000,0.000000,0.000000,0.040000,0.000000,0.000000,0.000000,0.040000,0.000000,0.033548,0.041290,0.049032,0.032258
-nan(ind),-nan(ind),-nan(ind),0.147059,-nan(ind),-nan(ind),-nan(ind),0.500000,-nan(ind),-nan(ind),-nan(ind),0.500000,-nan(ind),-nan(ind),-nan(ind),0.500000
-nan(ind),-nan(ind),-nan(ind),0.047619,-nan(ind),-nan(ind),-nan(ind),0.333333,-nan(ind),-nan(ind),-nan(ind),0.333333,-nan(ind),-nan(ind),-nan(ind),0.333333
-nan(ind),-nan(ind),-nan(ind),0.500000,-nan(ind),-nan(ind),-nan(ind),0.500000,-nan(ind),-nan(ind),-nan(ind),0.500000,-nan(ind),-nan(ind),-nan(ind),0.416667
0.000000,0.023569,0.028620,0.000000,0.024411,0.036195,0.004209,0.000000,0.000000,0.027778,0.000000,0.000000,0.029321,0.043210,0.027778,0.027778
0.002874,0.041667,0.037356,0.000000,0.000000,0.000000,0.041667,0.000000,0.000000,0.000000,0.041667,0.000000,0.030914,0.032258,0.071237,0.032258
0.000000,0.037281,0.054825,0.000000,0.000000,0.000000,0.052632,0.000000,0.000000,0.019737,0.032895,0.000000,0.000000,0.087719,0.041667,0.023810
0.014629,0.035528,0.029258,0.000000,0.000000,0.000000,0.030303,0.000000,0.000000,0.000000,0.030303,0.000000,0.028348,0.032258,0.058651,0.032258
0.000000,0.038462,0.000000,0.000000,0.000000,0.038462,0.000000,0.000000,0.000000,0.038462,0.000000,0.000000,0.021368,0.047009,0.037037,0.037037
0.009488,0.059772,0.000000,0.000000,0.000000,0.029412,0.000000,0.000000,0.000000,0.029412,0.000000,0.000000,0.031250,0.047794,0.011949,0.031250
-nan(ind),-nan(ind),-nan(ind),0.121212,-nan(ind),-nan(ind),-nan(ind),0.242424,-nan(ind),-nan(ind),-nan(ind),0.500000,-nan(ind),-nan(ind),-nan(ind),0.500000
-nan(ind),-nan(ind),-nan(ind),0.181818,-nan(ind),-nan(ind),-nan(ind),0.500000,-nan(ind),-nan(ind),-nan(ind),0.500000,-nan(ind),-nan(ind),-nan(ind),0.500000
-nan(ind),-nan(ind),-nan(ind),0.295238,-nan(ind),-nan(ind),-nan(ind),0.333333,-nan(ind),-nan(ind),-nan(ind),0.333333,-nan(ind),-nan(ind),-nan(ind),0.333333
0.058264,0.000000,0.000000,0.000000,0.034483,0.000000,0.000000,0.000000,0.034483,0.000000,0.000000,0.000000,0.061179,0.032258,0.032258,0.031146
0.033613,0.045168,0.000000,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000,0.035714,0.000000,0.000000,0.029412,0.055672,0.015756,0.028398
0.005435,0.068841,0.000000,0.000000,0.000000,0.043478,0.000000,0.000000,0.000000,0.043478,0.000000,0.000000,0.022544,0.043478,0.016103,0.037037
0.027692,0.081538,0.000000,0.000000,0.000000,0.040000,0.000000,0.000000,0.000000,0.040000,0.000000,0.000000,0.037143,0.072857,0.034286,0.000000
0.010870,0.052536,0.000000,0.000000,0.000000,0.043478,0.000000,0.000000,0.000000,0.043478,0.000000,0.000000,0.048495,0.055184,0.038462,0.038462
0.000000,0.000000,0.000000,0.000000,0.323529,0.235294,0.117647,0.323529,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
